Date,Adj Close-^TWII,Volume-^TWII,Adj Close-^DJI,Volume-^DJI,Adj Close-^GSPC,Volume-^GSPC,Adj Close-^IXIC,Volume-^IXIC,Adj Close-^SOX,Volume-^SOX,Adj Close-^NYA,Volume-^NYA,Adj Close-^VIX,Volume-^VIX,Adj Close-VGK,Volume-VGK,Adj Close-VT,Volume-VT,Adj Close-000001.SS,Volume-000001.SS,Adj Close-399001.SZ,Volume-399001.SZ,Adj Close-^N225,Volume-^N225,Adj Close-FXI,Volume-FXI,Adj Close-BND,Volume-BND,Adj Close-IEF,Volume-IEF,Adj Close-SHY,Volume-SHY,Adj Close-TLT,Volume-TLT,Adj Close-CL=F,Volume-CL=F,Adj Close-GC=F,Volume-GC=F,Adj Close-TWD=X,Volume-TWD=X
2000-01-04,,,-0.031660116117746426,0.05107511045655375,-0.038344668237101885,0.08285039708091865,-0.0555438477042222,0.0011721310932605773,-0.03628716816522525,,-0.03229023210562417,,0.11565473422778752,,,,,,0.029117224956576288,,0.037820625061209236,,,,,,,,,,,,,,,,,,-0.026781444285031084,
2000-01-05,0.010657240411925584,,0.011340380102273577,0.13882972760901244,0.0019221827009933048,0.07581764122893954,-0.006189600497524429,0.14805138109852894,-0.012774346832834542,,0.0035560625438767835,,-0.022213994816734597,,,,,,0.0023543112492512017,,-0.003079756250303824,,-0.024223122684661674,,,,,,,,,,,,-0.025048923679060687,-0.05147747025003343,-0.005659709939865461,,0.006552006552006645,
2000-01-06,0.00815372890314565,,0.011742648596209031,-0.13110881441015798,0.0009556782380377984,0.006264394288346385,-0.03879009745539352,-0.0791337062920947,-0.013573201039241005,,0.010417214210944822,,-0.025747822794396046,,,,,,0.03849095734397067,,0.04845020164875823,,-0.020184992583842067,,,,,,,,,,,,-0.005218787635487715,0.20171976318015225,0.0010672358591247047,,0.0017900732302685016,
2000-01-07,-0.008087783310603601,,0.02393082623167096,0.047295383743981866,0.02709039960627704,0.12166987091458392,0.04171849087127742,0.022905300565593874,0.03200219252947005,,0.02369548702091107,,-0.15584924212980966,,,,,,0.035972727326945585,,0.047286446321238185,,0.0013837655235741226,,,,,,,,,,,,-0.022598870056497262,0.07718475073313782,0.0017768301350390907,,-0.00016244314489936837,
2000-01-10,0.02855730716344727,,0.00430812483098319,-0.090427257977285,0.011189969492607615,-0.13091740124061374,0.0430250191793357,0.03472931562819203,0.07374589713819711,,0.006739658120546654,,-0.00046040517773495354,,,,,,0.01879729772888048,,0.02440954960932693,,,,,,,,,,,,,,0.01857968620974413,-0.24970053359468586,-0.0007094714437743477,,-0.0006498781478472647,
2000-01-11,-0.019287788849214692,,-0.005281633221866205,0.054227613271494834,-0.013062511878087504,-0.04770848985725019,-0.03172603779434654,0.0016255741232244294,-0.033167457023826535,,-0.00935449015140488,,0.03638880867751308,,,,,,-0.042282405690185,,-0.05220007905239129,,0.03613999576561842,,,,,,,,,,,,0.04458856911228203,0.5455732946298985,0.006034788782392576,,0.0,
2000-01-12,0.0243776422568044,,0.003476609556081998,0.09452904681331076,-0.004386371608555768,-0.0388560157790927,-0.01815008251853497,-0.0994771195543123,0.034165874396650045,,-0.001170595384946494,,0.015111111111111103,,,,,,-0.028221058271915823,,-0.02985403914710433,,-0.009203794866133642,,,,,,,,,,,,0.019790454016298083,-0.1195417410085454,-0.0024700070571629807,,-0.0009754511461550181,
2000-01-13,-0.004096395095831372,,0.002712302729654297,-0.09868082036483562,0.012169700820387451,0.057254258157192685,0.02784139834161164,-0.032066321515171366,0.009964976064748091,,0.010376035501596308,,-0.04947464973730298,,,,,,-0.009442151577277659,,-0.0068889203198189974,,0.008345325085099256,,,,,,,,,,,,0.015601217656012181,-0.03775597269624573,0.004952246197382505,,0.00016273393002437772,
2000-01-14,-0.009217939903029564,,0.01213482704286285,0.5255274140986793,0.010671299475573872,0.05386257763975155,0.027054429776312887,0.1216409270330474,0.081297293654692,,0.004933692151616487,,-0.09442648984000412,,,,,,-0.010947441042803744,,-0.0106563900640891,,0.006544885366951773,,,,,,,,,,,,0.04983139752716367,-0.2373088007093771,-0.0007039774727210329,,-0.0009762447120078467,
2000-01-17,0.03238188772530223,,,,,,,,,,,,,,,,,,0.017377271087938476,,0.01462971274052369,,0.025356917170911597,,,,,,,,,,,,,,,,0.004885993485342089,
